# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
9315	Macropus eugenii	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Metatheria,Diprotodontia,Macropodidae,Macropus,Macropus eugenii	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9263,38609,9307,9312,9315
762982	Paraprevotella xylaniphila YIT 11841	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,Paraprevotella xylaniphila YIT 11841	1,131567,2,68336,976,200643,171549,171552,577309,454155,762982
762983	Succinatimonas hippei YIT 12066	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,Succinatimonas hippei YIT 12066	1,131567,2,1224,1236,135624,83763,674963,626938,762983
762984	Bacteroides clarus YIT 12056	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,Bacteroides clarus YIT 12056	1,131567,2,68336,976,200643,171549,815,816,626929,762984
645991	Syntrophobotulus glycolicus DSM 8271	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,Syntrophobotulus glycolicus,Syntrophobotulus glycolicus DSM 8271	1,131567,2,1239,186801,186802,186807,51196,51197,645991
476272	Blautia hydrogenotrophica DSM 10507	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia hydrogenotrophica DSM 10507	1,131567,2,1239,186801,186802,186803,572511,53443,476272
1041522	Mycobacterium colombiense CECT 3035	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC),Mycobacterium colombiense,Mycobacterium colombiense CECT 3035	1,131567,2,201174,1760,85003,2037,85007,1762,1763,120793,339268,1041522
1140	Synechococcus elongatus PCC 7942	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechococcus,Synechococcus elongatus,Synechococcus elongatus PCC 7942	1,131567,2,1117,1301283,1118,1129,32046,1140
1000565	Methyloversatilis universalis FAM5	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis universalis,Methyloversatilis universalis FAM5	1,131567,2,1224,28216,206389,75787,378210,378211,1000565
1000569	Megasphaera sp. UPII 135-E	species	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera sp. UPII 135-E	1,131567,2,1239,909932,909929,31977,906,1000569
1000570	Streptococcus anginosus SK52 = DSM 20563	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus group,Streptococcus anginosus,Streptococcus anginosus SK52 = DSM 20563	1,131567,2,1239,91061,186826,1300,1301,671232,1328,1000570
1148	Synechocystis sp. PCC 6803	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechocystis,Synechocystis sp. PCC 6803	1,131567,2,1117,1301283,1118,1142,1148
345219	Bacillus coagulans 36D1	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coagulans,Bacillus coagulans 36D1	1,131567,2,1239,91061,1385,186817,1386,1398,345219
66692	Bacillus clausii KSM-K16	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus clausii,Bacillus clausii KSM-K16	1,131567,2,1239,91061,1385,186817,1386,79880,66692
656519	Halanaerobium hydrogeniformans	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium hydrogeniformans	1,131567,2,1239,186801,53433,972,2330,656519
1000588	Streptococcus mitis bv. 2 str. SK95	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis bv. 2,Streptococcus mitis bv. 2 str. SK95	1,131567,2,1239,91061,186826,1300,1301,28037,134262,1000588
9361	Dasypus novemcinctus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Xenarthra,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,9348,948951,9359,9360,9361
795797	Halalkalicoccus jeotgali B3	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,Halalkalicoccus jeotgali,Halalkalicoccus jeotgali B3	1,131567,2157,28890,183963,2235,2236,332246,413810,795797
590998	Cellulomonas fimi ATCC 484	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Cellulomonadaceae,Cellulomonas,Cellulomonas fimi,Cellulomonas fimi ATCC 484	1,131567,2,201174,1760,85003,2037,85006,85016,1707,1708,590998
591001	Acidaminococcus fermentans DSM 20731	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans,Acidaminococcus fermentans DSM 20731	1,131567,2,1239,909932,909929,909930,904,905,591001
763034	Bacteroides fluxus YIT 12057	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fluxus,Bacteroides fluxus YIT 12057	1,131567,2,68336,976,200643,171549,815,816,626930,763034
9371	Echinops telfairi	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Afrotheria,Tenrecidae,Tenrecinae,Echinops,Echinops telfairi	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9369,176113,9370,9371
713887	Candidatus Atelocyanobacterium thalassa	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Candidatus Atelocyanobacterium,Candidatus Atelocyanobacterium thalassa	1,131567,2,1117,1301283,1118,1453359,713887
279714	Pseudogulbenkiania ferrooxidans 2002	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,Pseudogulbenkiania ferrooxidans,Pseudogulbenkiania ferrooxidans 2002	1,131567,2,1224,28216,206351,1499392,568394,549169,279714
591019	Staphylothermus hellenicus DSM 12710	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,Staphylothermus hellenicus DSM 12710	1,131567,2157,28889,183924,114380,2272,2279,84599,591019
451757	Clostridium perfringens NCTC 8239	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,Clostridium perfringens NCTC 8239	1,131567,2,1239,186801,186802,31979,1485,1502,451757
591023	Actinobacillus minor 202	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus minor,Actinobacillus minor 202	1,131567,2,1224,1236,135625,712,713,51047,591023
861360	Arthrobacter arilaitensis Re117	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Arthrobacter,Arthrobacter arilaitensis,Arthrobacter arilaitensis Re117	1,131567,2,201174,1760,85003,2037,85006,1268,1663,256701,861360
402612	Flavobacterium psychrophilum JIP02/86	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,Flavobacterium psychrophilum JIP02/86	1,131567,2,68336,976,117743,200644,49546,237,96345,402612
246969	Thermococcus sp. AM4	species	root,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. AM4	1,131567,2157,28890,183968,2258,2259,2263,246969
566461	Streptomyces ghanaensis ATCC 14672	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces ghanaensis,Streptomyces ghanaensis ATCC 14672	1,131567,2,201174,1760,85003,2037,85011,2062,1883,35758,566461
263358	Verrucosispora maris AB-18-032	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Verrucosispora,Verrucosispora maris,Verrucosispora maris AB-18-032	1,131567,2,201174,1760,85003,2037,85008,28056,84593,1003110,263358
5664	Leishmania major	species	root,cellular organisms,Eukaryota,Euglenozoa,Kinetoplastida,Trypanosomatidae,Leishmaniinae,Leishmania,Leishmania,Leishmania major species complex,Leishmania major	1,131567,2759,33682,5653,5654,1286322,5658,38568,38581,5664
566466	gamma proteobacterium NOR5-3	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,unclassified Gammaproteobacteria (miscellaneous),gamma proteobacterium NOR5-3	1,131567,2,1224,1236,118884,33811,566466
156889	Magnetococcus marinus MC-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus,Magnetococcus marinus MC-1	1,131567,2,1224,28211,1191478,1191479,162171,1124597,156889
304371	Methanocella paludicola SANAE	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Methanocella paludicola,Methanocella paludicola SANAE	1,131567,2157,28890,224756,570264,570265,570266,570267,304371
402676	Schizosaccharomyces japonicus yFS275	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces japonicus,Schizosaccharomyces japonicus yFS275	1,131567,2759,33154,4751,451864,4890,451866,147554,34346,4894,4895,4897,402676
288000	Bradyrhizobium sp. BTAi1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. BTAi1	1,131567,2,1224,28211,356,41294,374,288000
320771	Pedosphaera parvula Ellin514	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,Pedosphaera parvula Ellin514	1,131567,2,51290,74201,203494,48461,134621,1032526,1032527,320771
9478	Tarsius syrichta	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Tarsiiformes,Tarsiidae,Tarsius,Tarsius syrichta	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,376912,9475,9476,9478
509191	Acetivibrio cellulolyticus CD2	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus,Acetivibrio cellulolyticus CD2	1,131567,2,1239,186801,186802,541000,35829,35830,509191
9483	Callithrix jacchus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Platyrrhini,Cebidae,Callitrichinae,Callithrix,Callithrix jacchus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9479,9498,9480,9481,9483
107806	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Acyrthosiphon pisum),Buchnera aphidicola str. APS (Acyrthosiphon pisum)	1,131567,2,1224,1236,91347,543,32199,9,118099,107806
517417	Chlorobaculum parvum NCIB 8327	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum,Chlorobaculum parvum NCIB 8327	1,131567,2,68336,1090,191410,191411,191412,256319,274539,517417
517418	Chloroherpeton thalassium ATCC 35110	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,Chloroherpeton thalassium,Chloroherpeton thalassium ATCC 35110	1,131567,2,68336,1090,191410,191411,191412,100715,100716,517418
591157	Streptomyces sp. SPB78	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces sp. SPB78	1,131567,2,201174,1760,85003,2037,85011,2062,1883,591157
591158	Streptomyces sp. AA4	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces sp. AA4	1,131567,2,201174,1760,85003,2037,85011,2062,1883,591158
591159	Streptomyces viridochromogenes DSM 40736	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces viridochromogenes,Streptomyces viridochromogenes DSM 40736	1,131567,2,201174,1760,85003,2037,85011,2062,1883,1938,591159
517433	Pantoea sp. aB	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. aB	1,131567,2,1224,1236,91347,543,53335,517433
591167	Streptomyces pratensis ATCC 33331	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces pratensis,Streptomyces pratensis ATCC 33331	1,131567,2,201174,1760,85003,2037,85011,2062,1883,1169025,591167
9544	Macaca mulatta	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,Cercopithecidae,Cercopithecinae,Macaca,Macaca mulatta	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314294,9527,9528,9539,9544
666510	Acidilobus saccharovorans 345-15	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans,Acidilobus saccharovorans 345-15	1,131567,2157,28889,183924,871006,871007,105850,242703,666510
386415	Clostridium novyi NT	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium novyi,Clostridium novyi NT	1,131567,2,1239,186801,186802,31979,1485,1542,386415
247156	Nocardia farcinica IFM 10152	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,Nocardia,Nocardia farcinica,Nocardia farcinica IFM 10152	1,131567,2,201174,1760,85003,2037,85007,85025,1817,37329,247156
861557	Pyrenophora teres f. teres 0-1	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Pyrenophora,Pyrenophora teres,Pyrenophora teres f. teres,Pyrenophora teres f. teres 0-1	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,28556,5027,53485,97479,861557
9593	Gorilla gorilla	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Gorilla,Gorilla gorilla	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314295,9604,207598,9592,9593
9598	Pan troglodytes	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Pan,Pan troglodytes	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314295,9604,207598,9596,9598
9601	Pongo abelii	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Ponginae,Pongo,Pongo abelii	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314295,9604,607660,9599,9601
83332	Mycobacterium tuberculosis H37Rv	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex,Mycobacterium tuberculosis,Mycobacterium tuberculosis H37Rv	1,131567,2,201174,1760,85003,2037,85007,1762,1763,77643,1773,83332
435590	Bacteroides vulgatus ATCC 8482	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,Bacteroides vulgatus ATCC 8482	1,131567,2,68336,976,200643,171549,815,816,821,435590
435591	Parabacteroides distasonis ATCC 8503	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides distasonis ATCC 8503	1,131567,2,68336,976,200643,171549,171551,375288,823,435591
759362	Ketogulonicigenium vulgare WSH-001	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,Ketogulonicigenium vulgare,Ketogulonicigenium vulgare WSH-001	1,131567,2,1224,28211,204455,31989,92944,92945,759362
9615	Canis lupus familiaris	subspecies	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis lupus,Canis lupus familiaris	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379584,9608,9611,9612,9615
314265	Pelagibaca bermudensis HTCC2601	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca,Pelagibaca bermudensis,Pelagibaca bermudensis HTCC2601	1,131567,2,1224,28211,204455,31989,360528,344736,314265
1041826	Flavobacterium columnare ATCC 49512	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare,Flavobacterium columnare ATCC 49512	1,131567,2,68336,976,117743,200644,49546,237,996,1041826
404380	Geobacter bemidjiensis Bem	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter bemidjiensis,Geobacter bemidjiensis Bem	1,131567,2,1224,68525,28221,69541,213422,28231,225194,404380
9646	Ailuropoda melanoleuca	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Ursidae,Ailuropoda,Ailuropoda melanoleuca	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379584,9632,9645,9646
632245	Clostridium butyricum E4 str. BoNT E BL5262	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium butyricum,Clostridium butyricum E4 str. BoNT E BL5262	1,131567,2,1239,186801,186802,31979,1485,1492,632245
714313	Lactobacillus sanfranciscensis TMW 1.1304	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sanfranciscensis,Lactobacillus sanfranciscensis TMW 1.1304	1,131567,2,1239,91061,186826,33958,1578,1625,714313
87626	Pseudoalteromonas tunicata D2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata,Pseudoalteromonas tunicata D2	1,131567,2,1224,1236,135622,267888,53246,314281,87626
402880	Methanococcus maripaludis C5	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Methanococcus maripaludis C5	1,131567,2157,28890,183939,2182,2183,2184,39152,402880
402881	Parvibaculum lavamentivorans DS-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,Parvibaculum lavamentivorans,Parvibaculum lavamentivorans DS-1	1,131567,2,1224,28211,356,119043,256616,256618,402881
9669	Mustela putorius furo	subspecies	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Mustelidae,Mustelinae,Mustela,Mustela putorius,Mustela putorius furo	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379584,9655,169418,9665,9668,9669
83406	gamma proteobacterium HdN1	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,unclassified Gammaproteobacteria (miscellaneous),gamma proteobacterium HdN1	1,131567,2,1224,1236,118884,33811,83406
1129369	Mycoplasma hyorhinis GDL-1	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyorhinis,Mycoplasma hyorhinis GDL-1	1,131567,2,544448,31969,2085,2092,2093,2100,1129369
9685	Felis catus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Felis,Felis catus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379583,9681,338152,9682,9685
632292	Caldicellulosiruptor hydrothermalis 108	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor hydrothermalis,Caldicellulosiruptor hydrothermalis 108	1,131567,2,1239,186801,68295,543371,44000,413888,632292
650150	Erysipelothrix rhusiopathiae str. Fujisawa	no rank	root,cellular organisms,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae str. Fujisawa	1,131567,2,1239,526524,526525,128827,1647,1648,650150
460265	Methylobacterium nodulans ORS 2060	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium nodulans,Methylobacterium nodulans ORS 2060	1,131567,2,1224,28211,356,119045,407,114616,460265
