#tax id	nog prefix	level name	species count	core species count	periphery species count	adherent species count	members tax ids
976	bctoNOG	Bacteroidetes	176	54	79	43	50743 156586 203275 216432 226186 242619 264731 269798 272559 295405 309807 313590 313594 313595 313596 313598 313603 313606 331104 376686 388413 391587 391596 391598 391603 398720 402612 411154 411476 411477 411479 411901 431947 435590 435591 444179 445970 449673 452471 457387 457388 457390 457391 457392 457393 457394 457395 457424 469585 469586 469587 469588 469589 469590 469591 469592 469593 470145 471854 471870 483215 483216 483217 484018 485917 485918 487796 487797 504472 511995 518766 521097 525257 525372 525373 531844 537011 547042 553171 553174 553175 553177 553178 556258 556259 556260 563008 563193 575590 575611 575612 575614 575615 585502 585543 585544 595499 596327 600809 619693 626522 641892 643867 649349 649760 649761 655815 657309 665938 665953 665954 667015 679189 679190 679191 679937 688246 688270 693978 693979 694427 700598 702438 702443 702446 702447 706194 706436 709991 714943 717959 742766 742767 743722 752555 755732 760192 761193 762570 762903 762982 762984 763034 767031 860228 862515 862962 865938 866771 867900 873513 873517 873533 879243 880070 886377 888059 888743 888832 908612 908937 910312 913239 926562 944557 983544 983548 992406 997352 997353 1030843 1034807 1041826 1046627 1074889 1075399
33213	biNOG	Bilateria	85	40	45	0	6183 6238 6239 6334 6669 6945 7029 7070 7091 7159 7165 7176 7217 7222 7227 7237 7244 7245 7260 7425 7460 7668 7719 7739 7757 7897 7955 8049 8083 8090 8128 8364 9031 9103 9258 9305 9315 9361 9371 9478 9483 9544 9593 9598 9601 9606 9615 9646 9669 9685 9739 9785 9796 9813 9823 9913 9986 10020 10090 10116 10141 12957 13037 13616 13735 28377 30608 30611 31033 31234 34740 37347 43151 43179 51511 54126 59463 59729 61853 69293 99883 121225 132908 135651 281687
28216	bproNOG	Proteobacteria_beta	199	57	54	88	62928 75379 76114 85643 122586 122587 153948 159087 204773 216591 228410 232721 242231 243160 243365 257310 257311 257313 261292 264198 265072 266264 266265 267608 269482 269483 271848 272560 272831 279714 292415 296591 312153 314607 320371 320372 320373 320374 320388 320389 320390 323848 331109 331271 331272 331978 334802 334803 335283 338969 339670 340100 350701 350702 357347 357348 360118 360910 365044 365046 370895 374833 375286 381666 383631 391038 391597 391735 395019 395494 395495 397945 398527 398577 398578 399795 402626 406425 412021 412022 420662 425067 426114 428406 435832 436115 452638 469610 489653 513051 513052 513053 521006 522306 528345 528346 528347 528348 528351 528352 528353 528354 528355 528356 528357 528358 528359 528360 535289 543728 546262 546263 546264 546265 546266 546267 546268 546274 547045 556268 556269 557598 557724 562020 562971 563045 580332 582744 583345 595498 595537 596153 596154 596320 604162 626418 629741 630588 640081 640510 640511 640512 641147 641149 643561 658664 662598 666681 688245 742013 742159 742821 748280 757424 762376 762966 859656 862513 869214 871271 882378 887061 887062 887327 887898 888741 888742 891398 909420 935586 935587 935588 935589 935590 935591 935592 935593 935594 935595 935597 935598 935599 937774 940296 942513 977880 987059 997348 999541 1000565 1003200 1005048 1007105 1008459 1017264 1031711 1042878 1053648 1097668
3699	braNOG	Brassicales	3	2	1	0	3702 3711 59689
33554	carNOG	Carnivora	4	3	1	0	9615 9646 9669 9685
35718	chaNOG	Chaetomiaceae	3	2	1	0	306901 573729 578455
1090	chlNOG	Chlorobi	12	5	7	0	194439 290315 290317 290318 290512 319225 324925 331678 340177 377431 517417 517418
204428	chlaNOG	Chlamydiae	47	7	6	34	115713 138677 159254 182082 218497 227941 243161 264201 264202 272561 315277 331113 331635 331636 406984 471472 471473 564416 564417 564418 564419 573237 580047 580049 634464 647227 658599 658600 672161 707183 707184 707185 707186 707187 716544 718219 759363 759364 765952 887712 929557 984894 1003238 1027843 1027844 1027845 1027846
200795	chloNOG	Chloroflexi	17	10	4	3	216389 243164 255470 309801 311424 316274 324602 326427 357808 383372 479434 480224 485913 552811 633145 765420 926569
32061	chlorNOG	Chloroflexi	7	4	2	1	316274 324602 326427 357808 383372 480224 765420
3041	chloroNOG	Chlorophyta	3	2	1	0	3055 70448 436017
7711	chorNOG	Chordata	54	28	26	0	7719 7739 7757 7897 7955 8049 8083 8090 8128 8364 9031 9103 9258 9305 9315 9361 9371 9478 9483 9544 9593 9598 9601 9606 9615 9646 9669 9685 9739 9785 9796 9813 9823 9913 9986 10020 10090 10116 10141 13616 13735 28377 30608 30611 31033 37347 43179 51511 59463 59729 61853 69293 99883 132908
119089	chrNOG	Chromadorea	6	1	5	0	6238 6239 31234 54126 135651 281687
186801	cloNOG	Clostridia	250	63	111	76	138119 195102 195103 203119 212717 213810 245014 245018 246194 246199 264732 272562 272563 272564 273068 289380 290402 292459 293826 309798 334413 335541 340099 349161 350688 351627 357809 367459 370438 373903 386415 394503 399726 411459 411460 411461 411462 411463 411465 411467 411468 411469 411470 411471 411474 411483 411484 411485 411486 411489 411490 411902 413999 420336 428125 428128 429009 431943 441770 441771 441772 445334 445335 445336 445337 445971 445972 445973 447214 451754 451755 451756 451757 455631 457396 457412 457421 457570 470146 471871 471875 476272 477974 478749 479831 479832 479833 479834 483218 485916 488537 492476 498213 498214 498761 499174 499175 499176 499177 499229 500633 508765 508767 509191 509193 511680 515619 515620 515621 515622 521460 525254 525255 525258 525259 525282 525919 536227 536232 536233 537007 537013 546269 552395 552398 553973 555079 555088 556261 561177 572479 572545 573061 573062 574087 575593 575609 580327 580331 583346 583358 585394 585501 588581 588857 589861 592026 592027 592031 596315 596329 596330 608506 608534 610130 622312 626523 632245 632292 632335 632348 632516 632518 633697 635013 637887 641112 642492 643648 644966 645462 645463 645991 655811 656519 657313 657314 657315 657317 657318 657319 657321 657322 657323 657324 658081 658082 658083 658085 658086 658088 658089 658655 663278 665937 665950 665951 679936 693746 696369 697281 697303 697329 699246 717608 717961 717962 718252 718255 720554 742723 742740 742741 747365 748224 748727 755731 758678 760568 767100 768706 768713 768724 858215 862517 863638 864565 866773 866779 867903 868595 879305 879306 879308 887325 887929 903814 904296 908338 908340 929506 931626 941968 944565 991791 1029718 1041504 1041809 1042156 1051632
5796	cocNOG	Coccidia	5	1	4	0	5811 353151 353152 441375 572307
28889	creNOG	Crenarchaeota	40	17	13	10	178306 272557 273057 273063 330779 340102 368408 384616 397948 399549 399550 410359 415426 419942 425944 426118 427317 427318 429572 439386 444157 453591 490899 555311 572478 583356 591019 633148 666510 694429 698757 765177 768679 930943 930945 933801 985053 999630 1006006 1104324
35082	cryNOG	Cryptosporidiidae	3	1	2	0	353151 353152 441375
1117	cyaNOG	Cyanobacteria	61	21	36	4	1140 1148 32049 32051 41431 43989 59919 59920 59922 59931 63737 64471 65393 69042 74546 74547 84588 91464 93058 93059 93060 103690 110662 118168 146891 166314 167539 167542 167546 167555 180281 197221 203124 221359 221360 232348 232363 240292 251221 269084 313612 313624 313625 316278 316279 321327 321332 329726 391612 395961 395962 449447 489825 497965 513049 533240 533247 551115 696747 713887 756067
768503	cytNOG	Cytophagia	9	9	0	0	269798 313606 388413 471854 504472 643867 649349 761193 880070
766764	debNOG	Debaryomycetaceae	4	2	2	0	4929 294746 322104 379508
200930	defNOG	Deferribacteres	4	4	0	0	522772 639282 717231 768670
301297	dehNOG	Dehalococcoidetes	6	2	2	2	216389 243164 255470 311424 552811 633145
1297	deiNOG	Deinococcusthermus	16	7	8	1	243230 262724 300852 319795 498848 504728 526227 546414 649638 670487 693977 709986 743525 762633 869210 1111069
68525	delNOG	delta/epsilon	147	41	50	56	882 883 56780 85962 85963 96561 102608 177437 177439 192222 195099 207559 235279 243231 246197 264462 269799 273121 281689 290397 290847 306254 306263 306264 316067 326298 335543 338963 338966 351605 354242 357544 360104 360105 360106 360107 360108 360109 360110 360111 360112 363253 367737 378806 382638 387092 387093 391592 391625 391774 398000 398767 404380 404589 407148 411464 439235 439483 443143 443144 447217 448385 455488 457398 478547 483219 485915 502025 512562 525146 525897 525898 526222 537970 537971 537972 544405 544406 553218 553219 553220 555779 556267 563040 563041 563192 567106 570508 572480 573059 573370 577650 585535 585538 589865 592205 596151 598659 613026 637913 641491 643562 644282 644968 645464 663917 679897 683082 683083 684950 690850 691336 691338 693745 709032 710393 718271 749222 757425 760142 765962 765963 765964 794851 862908 864566 866344 866345 866346 869727 880072 888826 888827 907237 907238 907239 907240 936155 944546 944547 983328 985080 985081 1002804 1055528 1055529 1055530
7147	dipNOG	Diptera	11	1	10	0	7159 7165 7176 7217 7222 7227 7237 7244 7245 7260 43151
147541	dotNOG	Dothideomycetes	5	3	2	0	5022 13684 426418 861557 1047171
28221	dproNOG	Proteobacteria_delta	55	28	22	5	882 883 56780 96561 177437 177439 207559 243231 246197 264462 269799 281689 290397 316067 335543 338963 338966 351605 363253 378806 391625 391774 398767 404380 404589 411464 439235 443143 443144 447217 448385 455488 457398 483219 485915 502025 525146 525897 526222 555779 563192 573059 573370 577650 589865 596151 641491 643562 644282 644968 663917 690850 760142 862908 880072
7214	droNOG	Drosophilidae	7	1	6	0	7217 7222 7227 7237 7244 7245 7260
29547	eproNOG	Proteobacteria_epsilon	92	13	28	51	85962 85963 102608 192222 195099 235279 273121 290847 306254 306263 306264 326298 354242 357544 360104 360105 360106 360107 360108 360109 360110 360111 360112 367737 382638 387092 387093 391592 398000 407148 439483 478547 512562 525898 537970 537971 537972 544405 544406 553218 553219 553220 556267 563040 563041 567106 570508 572480 585535 585538 592205 598659 613026 637913 645464 679897 683082 683083 684950 691336 691338 693745 709032 710393 718271 749222 757425 765962 765963 765964 794851 864566 866344 866345 866346 869727 888826 888827 907237 907238 907239 907240 936155 944546 944547 983328 985080 985081 1002804 1055528 1055529 1055530
526524	eryNOG	Erysipelotrichi	16	6	7	3	428126 428127 445974 469596 518637 525280 545696 552396 556270 650150 658659 679192 702450 706433 717960 910310
2759	euNOG	Eukaryotes	238	115	123	0	2850 3055 3218 3694 3702 3711 3847 4081 4113 4513 4533 4538 4555 4558 4577 4641 4787 4896 4929 4932 4950 4952 4956 5022 5057 5059 5061 5062 5085 5141 5180 5270 5297 5306 5507 5518 5661 5664 5691 5722 5759 5762 5786 5811 5821 5825 5833 5850 5855 5911 6085 6183 6238 6239 6334 6669 6945 7029 7070 7091 7159 7165 7176 7217 7222 7227 7237 7244 7245 7260 7425 7460 7668 7719 7739 7757 7897 7955 8049 8083 8090 8128 8364 9031 9103 9258 9305 9315 9361 9371 9478 9483 9544 9593 9598 9601 9606 9615 9646 9669 9685 9739 9785 9796 9813 9823 9913 9986 10020 10090 10116 10141 10228 12957 13037 13616 13684 13735 15368 28377 29760 29850 29875 30608 30611 31033 31234 33169 33178 34740 35128 36630 37347 39416 39946 39947 40559 43151 43179 44689 45157 45351 51453 51511 54126 59463 59689 59729 61853 65071 67593 69293 70448 88036 99883 117187 121225 132908 135651 140110 148304 148305 162425 164328 184922 208348 214684 222929 229533 240176 246410 272952 281687 283643 284590 284593 284813 294746 294747 306901 306902 318829 322104 333668 336963 339724 352914 353151 353152 353153 353154 367775 370354 379508 381046 400682 402676 412030 412133 420245 423536 425265 426418 431895 435258 436017 436907 441375 441959 441960 486041 500485 502779 515849 526221 535722 554155 559298 559305 572307 573729 573826 578455 578458 644223 653948 663202 663331 771870 861557 876142 907965 929439 931890 1047171 1064592 1071378 1071381
28890	eurNOG	Euryarchaeota	84	45	34	5	64091 69014 70601 79929 186497 187420 188937 190192 192952 224325 243232 246969 259564 263820 267377 269797 272569 272844 273075 273116 274854 304371 309800 323259 333146 339860 342949 348780 349307 351160 362976 368407 391623 402880 406327 410358 416348 419665 420247 426368 439481 444158 456320 456442 469382 478009 483214 485914 519442 521002 521011 523846 523850 529709 543526 547558 547559 572546 573063 573064 579137 589924 593117 604354 634497 634498 644281 644295 647113 679901 679926 693661 768065 795797 797209 797210 868131 868132 880724 990316 1033806 1042877 1053692 1110509
147545	euroNOG	Eurotiomycetes	22	9	13	0	5057 5059 5061 5062 5085 33178 36630 162425 222929 246410 336963 339724 441959 441960 500485 502779 535722 554155 559298 559305 663202 663331
5042	eurotNOG	Eurotiales	11	4	7	0	5057 5059 5061 5062 5085 33178 36630 162425 441959 441960 500485
7898	fiNOG	Fishes	8	4	4	0	7955 8049 8083 8090 8128 31033 69293 99883
1239	firmNOG	Firmicutes	989	116	295	578	40041 66692 93061 93062 138119 158878 158879 160490 160491 169963 170187 171101 176279 176280 186103 189423 191218 193567 195102 195103 196620 198094 198466 203119 203120 203123 205919 205921 208435 208596 210007 211110 212045 212717 213810 218494 218495 220668 221109 222523 224308 226185 226900 235909 245014 245018 246194 246199 246201 257314 260799 261591 261594 262543 264199 264732 265669 267409 267410 272558 272562 272563 272564 272621 272622 272623 272626 273036 273068 278197 279010 279808 280354 280355 280477 281309 282458 282459 286604 286636 288681 289380 290402 292459 293653 293826 299768 309798 313627 314315 315730 315749 315750 319701 321956 321967 322159 324057 324831 326423 333849 333990 334390 334406 334413 335541 340099 342451 342614 342617 345219 347253 347495 349123 349161 349519 349520 350688 351627 353496 357809 358681 359786 359787 360911 361100 362948 365659 367459 370438 370551 370552 370553 370554 373153 373903 379360 386043 386415 387344 388400 388919 390333 391295 391296 393117 393121 393123 393124 393125 393126 393127 393128 393130 393131 393133 394503 396513 398511 399726 401526 401650 405531 405532 405533 405534 405535 405566 406124 406556 406557 406558 406559 406560 406561 406562 406563 411459 411460 411461 411462 411463 411465 411467 411468 411469 411470 411471 411474 411483 411484 411485 411486 411489 411490 411902 412694 413999 416870 418127 420246 420336 420889 420890 423211 426430 428125 428126 428127 428128 429009 431943 435837 435838 435842 439292 440497 441769 441770 441771 441772 444177 445334 445335 445336 445337 445971 445972 445973 445974 447214 450394 450749 451515 451516 451754 451755 451756 451757 453361 453362 453363 453364 453365 453366 455631 457396 457412 457416 457421 457570 458233 467705 469596 469609 470146 471223 471871 471872 471875 471876 474186 476272 477974 478749 479436 479831 479832 479833 479834 481743 483218 485916 486408 486410 487213 487214 487215 488221 488222 488223 488537 491074 491076 491077 491915 492476 495036 497962 497963 498213 498214 498216 498761 499174 499175 499176 499177 499229 500633 500635 505321 508765 508767 509191 509193 511437 511680 511691 512566 512767 512768 512769 515619 515620 515621 515622 516950 518637 521098 521460 523796 525254 525255 525258 525259 525271 525278 525279 525280 525282 525306 525309 525310 525318 525325 525326 525327 525328 525329 525330 525337 525338 525341 525361 525362 525364 525365 525366 525367 525374 525375 525376 525377 525378 525379 525381 525919 526967 526968 526969 526970 526971 526972 526973 526974 526975 526976 526977 526978 526979 526980 526981 526982 526984 526985 526988 526989 526990 526997 527019 527021 527022 527024 527025 527028 527029 527030 527031 527032 529885 535024 535025 535026 535205 535206 536227 536229 536232 536233 537007 537013 537973 541229 543302 543538 543539 543540 543734 544556 544875 545693 545696 545774 546269 546270 546271 546273 546342 546343 547468 548470 548473 548474 548475 548485 550542 552395 552396 552398 552526 552536 553209 553212 553482 553565 553567 553568 553571 553573 553574 553577 553580 553581 553583 553588 553590 553592 553594 553596 553601 553973 555079 555088 556261 556270 557433 557436 559301 561177 561276 562970 562981 562982 562983 563036 563037 563038 563174 563191 563194 565636 565637 565638 565639 565640 565641 565642 565643 565644 565645 565646 565647 565648 565649 565650 565651 565652 565653 565654 565655 565656 565657 565658 565659 565660 565661 565662 565663 565664 565665 565666 568206 568703 568704 568813 568814 568816 568819 570507 572264 572479 572545 573061 573062 574087 574093 574965 575593 575594 575595 575596 575597 575599 575605 575606 575607 575609 580327 580331 581103 583346 583358 585143 585144 585145 585146 585147 585148 585149 585150 585151 585152 585153 585154 585155 585156 585157 585158 585159 585160 585161 585202 585203 585204 585394 585501 585503 585506 585517 585520 585524 585891 586220 588581 588857 589861 591001 592010 592021 592022 592026 592027 592028 592031 595501 596315 596317 596319 596322 596325 596326 596329 596330 608506 608534 610130 621372 622312 626369 626523 626939 629742 630527 632245 632292 632335 632348 632516 632518 633697 633699 634956 635013 637380 637381 637887 637909 637987 637988 638301 638302 641112 642492 643648 644042 644279 644966 645462 645463 645657 645663 645991 649639 650150 653938 655225 655811 655812 655813 655816 656519 657310 657313 657314 657315 657317 657318 657319 657321 657322 657323 657324 658081 658082 658083 658085 658086 658088 658089 658655 658659 663278 663951 663952 663954 665937 665950 665951 665958 665959 679188 679192 679196 679936 681288 683837 684738 685039 686660 691437 692420 693746 695560 695562 696369 697281 697303 697329 698737 699184 699185 699186 699218 699246 701521 702450 702452 702453 702455 702456 703339 703612 706433 706434 706437 712938 712961 713605 714313 714359 714961 715225 717606 717608 717960 717961 717962 718252 718255 720554 720555 742723 742740 742741 742820 746361 747365 748224 748671 748727 749489 749490 749491 749492 749493 749494 749495 749496 749497 749498 749499 749500 749501 749502 749503 749504 749505 749506 749507 749508 749509 749510 749511 749512 749513 749514 749515 749516 749517 749518 749520 749521 749522 749523 749524 749525 749551 754025 754026 755731 758678 760568 760570 762051 762550 762962 764291 764298 764299 764544 767100 767455 767462 767463 768706 768713 768724 768726 768728 784613 791161 858215 862514 862516 862517 863638 864563 864565 864567 864568 864569 864570 866773 866775 866776 866778 866779 867903 868595 869215 869216 869269 869816 871237 873447 873448 873449 876138 879295 879296 879297 879298 879299 879300 879301 879302 879303 879304 879305 879306 879308 879309 879310 881621 886872 886882 887325 887929 888027 888048 888049 888060 888062 888064 888066 888745 888746 888801 888825 888833 889201 889204 889206 889932 889933 891391 903814 904293 904294 904296 904306 904317 904319 904321 904328 904330 904334 904338 904347 904723 904725 904726 904728 904730 904731 904738 904744 904747 904749 904759 904760 904763 905067 907931 908337 908338 908339 908340 908341 909954 910310 910313 910314 911104 913848 927666 927691 927703 928327 928328 929102 929506 930170 930781 930782 930942 930946 931626 933115 936140 936153 936154 936156 937773 940190 941639 941770 941968 944559 944562 944564 944565 945021 945704 948561 948563 979982 981383 981539 981540 984892 985002 985006 985665 986075 990317 991791 993512 997346 997830 998820 999378 999891 1000568 1000569 1000570 1000588 1000589 1001582 1004951 1004952 1005041 1005042 1005705 1005706 1006007 1006543 1007064 1009370 1027292 1027396 1028799 1029718 1029822 1030009 1033837 1034809 1034836 1035184 1035189 1036673 1040964 1041504 1041521 1041809 1042156 1042163 1045854 1046629 1048332 1048834 1051072 1051074 1051632 1052585 1052588 1052684 1054460 1064535 1069533 1088720 1104322 1107880 1111068 1114958 1116231 1118959 1123523
117743	flaNOG	Flavobacteriia	49	23	23	3	156586 216432 313590 313594 313595 313596 313598 313603 331104 376686 391587 391598 391603 398720 402612 411154 444179 487796 487797 521097 525257 531844 553177 553178 595499 600809 641892 655815 688270 693978 706194 706436 755732 860228 865938 867900 873517 886377 888059 913239 926562 983544 983548 992406 1034807 1041826 1046627 1074889 1075399
4751	fuNOG	Fungi	85	44	41	0	4896 4929 4932 4950 4952 4956 5022 5057 5059 5061 5062 5085 5141 5180 5270 5297 5306 5507 5518 13684 29850 29875 33169 33178 36630 39416 40559 51453 117187 140110 148304 148305 162425 208348 214684 222929 229533 240176 246410 283643 284590 284593 284813 294746 294747 306901 306902 318829 322104 336963 339724 367775 379508 381046 402676 425265 426418 436907 441959 441960 486041 500485 502779 515849 526221 535722 554155 559298 559305 573729 573826 578455 578458 644223 663202 663331 771870 861557 876142 907965 931890 1047171 1064592 1071378 1071381
32066	fusoNOG	Fusobacteria	26	5	11	10	190304 393480 457403 457405 469599 469601 469602 469603 469604 469605 469606 469615 469616 469617 469618 469621 519441 523794 525283 526218 546275 556263 556264 572544 596323 634994
1236	gproNOG	Proteobacteria_gamma	740	107	188	445	36870 58051 59196 60480 60481 62977 71421 76869 83406 87626 94122 96563 99287 105559 107806 121723 150340 155864 156578 160488 160492 167879 177416 183190 187272 187410 190485 190486 196600 198214 198215 198628 198804 199310 203122 203907 205914 205918 205922 207949 207954 208963 208964 209261 211586 214092 215689 216592 216595 216597 216599 216895 218491 218493 220341 220664 221988 223283 223926 224915 225849 225937 227377 228399 228400 229193 233412 234831 236097 243159 243233 243265 243277 246195 247633 247634 247639 259536 261317 262727 262728 264730 270374 272620 272624 272629 272843 273123 281310 283942 290338 290339 290398 291272 291331 295319 297245 297246 298386 300267 300268 300269 312309 314275 314276 314277 314278 314280 314282 314283 314285 314287 314291 314292 314565 314608 316273 316275 316385 316401 316407 317025 318161 318167 319224 321314 322710 323261 323850 325240 326297 326442 327275 331111 331112 335284 338187 339671 340185 340186 342109 342610 343509 344609 344610 345072 345073 345074 345076 349106 349124 349521 349746 349747 350704 351348 351581 351745 351746 357804 358708 358709 360094 360102 360115 360116 360117 362663 364106 372461 373384 374463 374927 374928 374930 374931 374932 374933 375063 375177 375432 376619 377628 377629 379731 380394 380703 381754 382245 383407 384676 386585 386656 387662 388272 388396 390235 391008 391574 391591 391601 391615 392500 393011 393115 393305 393595 396588 396595 398579 399599 399739 399741 399742 399804 400667 400668 400673 401614 402882 404974 405416 405440 405441 405955 406817 406818 407976 409438 412965 412966 412967 413404 413997 416269 417398 417400 418136 423212 423368 425104 430556 430557 430558 431946 434271 434922 434923 434924 436717 439842 439843 439846 439851 439855 441952 442346 443152 444447 444448 444449 444450 444451 444453 454166 454168 454169 455436 456298 457400 457401 458234 458817 465516 465517 465817 469008 469595 469598 469608 469613 471874 471881 472759 473788 476213 478004 478005 478008 480119 481805 484021 484022 491952 497978 498211 498217 500637 500639 500640 502346 502347 502800 502801 506534 507522 509169 509170 509173 510831 511062 511145 515618 517433 520999 521000 521004 521005 522373 523791 525242 525243 525244 525281 525369 529507 536056 537457 539329 544404 545422 546231 547048 550537 550538 550540 550672 550676 550677 550687 550694 553217 553480 554290 555778 556266 557600 557601 557722 557723 561229 561230 561231 561501 563178 563771 563773 563990 565045 566466 566546 568708 568817 572265 572477 573066 573235 573395 573569 574521 575564 575565 575584 575585 575586 575587 575588 575589 575788 579112 579405 585034 585035 585054 585055 585056 585057 585395 585396 585397 588858 590409 591020 591023 591946 592014 592313 592316 593275 593585 593586 593587 593588 593589 593590 595494 595495 595496 596318 629258 629259 629260 629261 629262 629263 629264 629265 629266 629267 629268 629270 634176 634499 634500 634503 637382 637385 637386 637388 637389 637616 637905 637910 637911 638300 638315 640131 640513 644651 655817 656372 656374 656379 656380 656383 656388 656390 656393 656404 656408 656414 656417 656419 656420 656429 656437 656440 656443 656444 656449 656912 656913 658187 661367 661513 663321 665029 667127 667128 667129 668336 669261 669262 670888 670890 670892 670893 670894 670897 670899 670904 670905 671074 671076 673266 673519 674977 675806 675810 675811 675812 675813 675814 675815 675816 675817 675820 676032 679202 679204 679205 679206 679207 682634 685038 693216 693970 693971 693973 693974 693985 694569 696406 696749 697282 701176 701177 701347 706191 707232 712898 713600 713601 713602 713603 714962 715451 716540 716541 717773 717774 718251 718254 722419 741091 743299 743720 743721 745015 745017 745018 745019 745020 745021 745022 745277 746360 749219 749529 749530 749536 749539 749541 749542 749949 749950 749951 753642 754082 754092 754093 754254 754255 754256 754258 754259 754260 754261 754262 754507 762983 763919 765910 766139 766141 766142 766145 766146 766147 766148 766149 766152 766157 766159 766160 766762 768066 768490 768492 768493 788929 789332 796392 796620 857087 857571 857572 857573 857574 857575 857576 857577 857578 857579 857581 858313 858314 858315 858316 858317 858318 859198 859199 859654 862964 862965 866630 866768 868597 869729 870967 871585 871586 871587 871588 871589 871590 871591 871592 871593 871925 875329 875330 876044 878320 882102 882863 882864 882865 882866 882867 882869 882884 885275 885276 886886 887324 888057 888063 888728 888828 903503 903510 904139 909945 909946 909947 914127 914149 926026 926027 926028 926029 926030 926032 930944 931281 932676 932677 933093 935297 935897 941193 941429 941435 945360 945434 945543 945550 946034 980514 981367 981368 983545 984129 990282 990288 990315 992402 992403 992404 992405 994476 994484 996285 997825 998088 999141 1001530 1001585 1001989 1002339 1004153 1005057 1005058 1005090 1006551 1026882 1028307 1028802 1028803 1028804 1028805 1028806 1033802 1033813 1035188 1035377 1036674 1042803 1042876 1045855 1045856 1048254 1048689 1049565 1051646 1068608 1072459 1075089 1081093 1085623 1089456 1095774 1114970 1116375 1123863 1125630 1132507 1142511
5819	haeNOG	Haemosporida	6	1	5	0	5821 5825 5833 5850 5855 352914
183963	halNOG	Halobacteria	18	14	2	2	64091 272569 309800 348780 362976 416348 469382 478009 485914 519442 543526 547559 634497 768065 795797 797209 797210 1033806
9604	homNOG	Hominidae	4	2	2	0	9593 9598 9601 9606
7399	hymNOG	Hymenoptera	3	3	0	0	7425 7460 12957
5125	hypNOG	Hypocreales	7	4	3	0	5507 5518 29875 51453 117187 140110 229533
50557	inNOG	Insects	20	8	12	0	7029 7070 7091 7159 7165 7176 7217 7222 7227 7237 7244 7245 7260 7425 7460 12957 13037 34740 43151 121225
5653	kinNOG	Kinetoplastida	7	1	6	0	5661 5664 5691 353153 420245 435258 929439
7088	lepNOG	Lepidoptera	3	2	1	0	7091 13037 34740
4447	lilNOG	Liliopsida	10	5	5	0	4513 4533 4538 4555 4558 4577 4641 15368 39946 39947
40674	maNOG	Mammals	35	17	18	0	9258 9305 9315 9361 9371 9478 9483 9544 9593 9598 9601 9606 9615 9646 9669 9685 9739 9785 9796 9813 9823 9913 9986 10020 10090 10116 10141 13616 30608 30611 37347 43179 59463 61853 132908
639021	magNOG	Magnaporthales	4	3	1	0	29850 148304 148305 318829
33208	meNOG	Animals	89	43	46	0	6085 6183 6238 6239 6334 6669 6945 7029 7070 7091 7159 7165 7176 7217 7222 7227 7237 7244 7245 7260 7425 7460 7668 7719 7739 7757 7897 7955 8049 8083 8090 8128 8364 9031 9103 9258 9305 9315 9361 9371 9478 9483 9544 9593 9598 9601 9606 9615 9646 9669 9685 9739 9785 9796 9813 9823 9913 9986 10020 10090 10116 10141 10228 12957 13037 13616 13735 28377 30608 30611 31033 31234 34740 37347 43151 43179 45351 51511 54126 59463 59729 61853 69293 99883 121225 132908 135651 281687 400682
183925	metNOG	Methanobacteria	10	5	3	2	79929 187420 339860 420247 483214 521002 523846 634498 868131 868132
183939	methNOG	Methanococci	15	4	10	1	243232 267377 402880 406327 419665 426368 444158 456320 573063 573064 579137 644281 647113 880724 1053692
224756	methaNOG	Methanomicrobia	17	12	5	0	188937 192952 259564 269797 304371 323259 349307 368407 410358 456442 521011 547558 644295 679901 679926 990316 1110509
110618	necNOG	Nectriaceae	4	3	1	0	5518 117187 140110 229533
909932	negNOG	Negativicutes	31	10	13	8	401526 450749 457416 479436 500635 546271 546273 563191 568816 585503 591001 592028 626939 638302 686660 699218 706434 749551 864563 866776 866778 879309 879310 888060 888062 910314 944564 1000568 1000569 1009370 1064535
6231	nemNOG	Nematodes	7	1	6	0	6238 6239 6334 31234 54126 135651 281687
33183	onyNOG	Onygenales	11	5	6	0	222929 246410 336963 339724 502779 535722 554155 559298 559305 663202 663331
33154	opiNOG	Opisthokonts	175	88	87	0	4896 4929 4932 4950 4952 4956 5022 5057 5059 5061 5062 5085 5141 5180 5270 5297 5306 5507 5518 6085 6183 6238 6239 6334 6669 6945 7029 7070 7091 7159 7165 7176 7217 7222 7227 7237 7244 7245 7260 7425 7460 7668 7719 7739 7757 7897 7955 8049 8083 8090 8128 8364 9031 9103 9258 9305 9315 9361 9371 9478 9483 9544 9593 9598 9601 9606 9615 9646 9669 9685 9739 9785 9796 9813 9823 9913 9986 10020 10090 10116 10141 10228 12957 13037 13616 13684 13735 28377 29850 29875 30608 30611 31033 31234 33169 33178 34740 36630 37347 39416 40559 43151 43179 45351 51453 51511 54126 59463 59729 61853 69293 99883 117187 121225 132908 135651 140110 148304 148305 162425 208348 214684 222929 229533 240176 246410 281687 283643 284590 284593 284813 294746 294747 306901 306902 318829 322104 336963 339724 367775 379508 381046 400682 402676 425265 426418 431895 436907 441959 441960 486041 500485 502779 515849 526221 535722 554155 559298 559305 573729 573826 578455 578458 644223 663202 663331 771870 861557 876142 907965 931890 1047171 1064592 1071378 1071381
4776	perNOG	Peronosporales	4	2	2	0	4787 67593 164328 272952
203682	plaNOG	Planctomycetes	7	5	2	0	243090 314230 344747 521674 530564 575540 756272
